Código - Nome,Turma,Vagas,Número créditos aula teórica,Número de créditos aula prática,Número de turmas agrupadas aula teórica,Turmas teóricas agrupadas,Número de turmas agrupadas aula prática,Turmas práticas agrupadas,Número de professores,Professor,Formato,Indicação de professor,Indicação de Horário,Ambiente,Carga Didática,Vagas Efetivas,Observações
EMB5006 - Química Tecnológica,02601,25,2,2,2,02601/02604,2,02601/02604,1,Claudimir Antonio Carminatti,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,01602,25,2,2,2,01602/02605,2,01602/02605,1,Claudimir Antonio Carminatti,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,02603,25,2,2,2,02603/02606,2,02603/02606,1,Derce de Oliveira Souza Recouvreux,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,02604,25,2,2,2,02601/02604,2,02601/02604,1,Claudimir Antonio Carminatti,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,02605,25,2,2,2,01602/02605,2,01602/02605,1,Claudimir Antonio Carminatti,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,02606,25,2,2,2,02603/02606,2,02603/02606,1,Derce de Oliveira Souza Recouvreux,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,02607,25,2,2,2,02607/02608,2,02607/02608,1,Derce de Oliveira Souza Recouvreux,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5006 - Química Tecnológica,02608,25,2,2,2,02607/02608,2,02607/02608,1,Derce de Oliveira Souza Recouvreux,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5010 - Estatística e Probabilidade,03601,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,James Schipmann Eger,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5010 - Estatística e Probabilidade,03602,22,2,2,2,03602/03607,2,03602/03607,1,James Schipmann Eger,2+2,Departamento,Departamento,Sala Comum,2.00,22,
EMB5010 - Estatística e Probabilidade,04603,20,2,2,3,04603/03604/03606,3,04603/03604/03606,1,Luis Fernando Peres Calil,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5010 - Estatística e Probabilidade,03604,20,2,2,3,04603/03604/03606,3,04603/03604/03606,1,Luis Fernando Peres Calil,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5010 - Estatística e Probabilidade,03605,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,James Schipmann Eger,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5010 - Estatística e Probabilidade,03606,20,2,2,3,04603/03604/03606,3,04603/03604/03606,1,Luis Fernando Peres Calil,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5010 - Estatística e Probabilidade,03607,22,2,2,2,03602/03607,2,03602/03607,1,James Schipmann Eger,2+2,Departamento,Departamento,Sala Comum,2.00,22,
EMB5010 - Estatística e Probabilidade,03608,20,2,2,3,03601/03605/03608,3,03601/03605/03608,1,James Schipmann Eger,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5012 - Desenho e Modelagem Geométrica,02602,22,3,,3,02602/02604/05605,3,02602/02604/05605,1,Antônio Otaviano Dourado,3,Departamento,Departamento,Laboratório Informática,1.00,22,
EMB5012 - Desenho e Modelagem Geométrica,02603,25,3,,2,02603/02606,2,02603/02606,1,Adriano Fagali de Souza,3,Departamento,Departamento,Laboratório Informática,1.50,25,
EMB5012 - Desenho e Modelagem Geométrica,02604,8,3,,3,02602/02604/05605,3,02602/02604/05605,1,Antônio Otaviano Dourado,3,Departamento,Departamento,Laboratório Informática,1.00,8,
EMB5012 - Desenho e Modelagem Geométrica,05605,20,3,,3,02602/02604/05605,3,02602/02604/05605,1,Antônio Otaviano Dourado,3,Departamento,Departamento,Laboratório Informática,1.00,20,
EMB5012 - Desenho e Modelagem Geométrica,02606,25,3,,2,02603/02606,2,02603/02606,1,Adriano Fagali de Souza,3,Departamento,Departamento,Laboratório Informática,1.50,25,
EMB5021 - Mecânica dos Sólidos I,04602,25,2,2,2,04602/04604,2,04602/04604,1,Antônio de Assis Brito Neto,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5021 - Mecânica dos Sólidos I,04603,25,2,2,3,04603/05605/04606,3,04603/05605/04606,1,Carlos Mauricio Sacchelli,2+2,Departamento,Departamento,Sala Comum,1.33,25,
EMB5021 - Mecânica dos Sólidos I,04604,20,2,2,2,04602/04604,2,04602/04604,1,Antônio de Assis Brito Neto,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5021 - Mecânica dos Sólidos I,05605,25,2,2,3,04603/05605/04606,3,04603/05605/04606,1,Carlos Mauricio Sacchelli,2+2,Departamento,Departamento,Sala Comum,1.33,25,
EMB5021 - Mecânica dos Sólidos I,04606,25,2,2,3,04603/05605/04606,3,04603/05605/04606,1,Carlos Mauricio Sacchelli,2+2,Departamento,Departamento,Sala Comum,1.33,25,
EMB5021 - Mecânica dos Sólidos I,04607,25,2,2,2,04607/04608,2,04607/04608,1,Antônio de Assis Brito Neto,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5021 - Mecânica dos Sólidos I,04608,25,2,2,2,04607/04608,2,04607/04608,1,Antônio de Assis Brito Neto,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5022 - Ciência dos Materiais,03601,20,2,2,2,03601/03605,2,03601/03605,1,Wagner Maurício Pachekoski,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5022 - Ciência dos Materiais,03602,20,2,2,2,03602/03606,2,03602/03606,1,Viviane Lilian Soethe,2+2,Departamento,Departamento,Sala Comum,2.00,10,
EMB5022 - Ciência dos Materiais,03603,20,2,2,2,03603/03604,2,03603/03604,1,Viviane Lilian Soethe,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5022 - Ciência dos Materiais,03604,20,2,2,2,03603/03604,2,03603/03604,1,Viviane Lilian Soethe,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5022 - Ciência dos Materiais,03605,20,2,2,2,03601/03605,2,03601/03605,1,Wagner Maurício Pachekoski,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5022 - Ciência dos Materiais,03606,20,2,2,2,03602/03606,2,03602/03606,1,Viviane Lilian Soethe,2+2,Departamento,Departamento,Sala Comum,2.00,10,
EMB5022 - Ciência dos Materiais,03607,20,2,2,2,03607/03608,2,03607/03608,1,Gabriel Benedet Dutra,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5022 - Ciência dos Materiais,03608,20,2,2,2,03607/03608,2,03607/03608,1,Gabriel Benedet Dutra,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5026 - Ergonomia e Segurança,04601,12,2,,2,04601/06603,2,04601/06603,1,Andréa Holz Pfutzenreuter,2,Departamento,Departamento,Sala Comum,1.00,12,
EMB5026 - Ergonomia e Segurança,06603,25,2,,2,04601/06603,2,04601/06603,1,Andréa Holz Pfutzenreuter,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5032 - Avaliação de Impactos Ambientais,04601,10,2,,3,04601/06606/07605,3,04601/06606/07605,1,Roni Matheus Severis,2,Departamento,Departamento,Sala Comum,0.67,10,
EMB5032 - Avaliação de Impactos Ambientais,09602,25,2,,2,05603/09602,2,05603/09602,1,Roni Matheus Severis,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5032 - Avaliação de Impactos Ambientais,05603,25,2,,2,05603/09602,2,05603/09602,1,Roni Matheus Severis,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5032 - Avaliação de Impactos Ambientais,07605,20,2,,3,04601/06606/07605,3,04601/06606/07605,1,Roni Matheus Severis,2,Departamento,Departamento,Sala Comum,0.67,20,
EMB5032 - Avaliação de Impactos Ambientais,06606,20,2,,3,04601/06606/07605,3,04601/06606/07605,1,Roni Matheus Severis,2,Departamento,Departamento,Sala Comum,0.67,20,
EMB5033 - Metrologia,05601,15,2,1,3,05601/04602/05604,1,05601,1,Sueli Fischer Beckert,2+1,Departamento,Departamento,Sala Comum + Laboratório Específico,1.67,15,"Para a aula prática em separado, as turmas não podem ter mais que 15 alunos, ou seja, cada turma não deve ultrapassar 15 vagas"
EMB5033 - Metrologia,04602,15,2,1,3,05601/04602/05604,1,04602,1,Sueli Fischer Beckert,2+1,Departamento,Departamento,Sala Comum + Laboratório Específico,1.00,15,Agrupamento 1 (602+601+604); Agrupamento 2 (603 + 606)
EMB5033 - Metrologia,05603,15,2,1,2,05603/05606,1,05603,1,Maurício de Campos Porath,2+1,Departamento,Departamento,Sala Comum + Laboratório Específico,2.00,15,
EMB5033 - Metrologia,05604,15,2,1,3,05601/04602/05604,1,05604,1,Sueli Fischer Beckert,2+1,Departamento,Departamento,Sala Comum + Laboratório Específico,1.00,15,
EMB5033 - Metrologia,05606,15,2,1,2,05603/05606,1,05606,1,Maurício de Campos Porath,2+1,Departamento,Departamento,Sala Comum + Laboratório Específico,1.00,15,
EMB5035 - Representação Gráfica,01601,30,3,,2,01601/01604,2,01601/01604,1,Andréa Holz Pfutzenreuter,3,Departamento,Departamento,Sala de Desenho,1.50,30,
EMB5035 - Representação Gráfica,01602,25,3,,2,01602/01605,2,01602/01605,1,Evandro Cardozo da Silva,3,Departamento,Departamento,Sala de Desenho,1.50,25,
EMB5035 - Representação Gráfica,01603,25,3,,2,01603/01606,2,01603/01606,1,Evandro Cardozo da Silva,3,Departamento,Departamento,Sala de Desenho,1.50,25,
EMB5035 - Representação Gráfica,01604,20,3,,2,01601/01604,2,01601/01604,1,Andréa Holz Pfutzenreuter,3,Departamento,Departamento,Sala de Desenho,1.50,20,
EMB5035 - Representação Gráfica,01605,25,3,,2,01602/01605,2,01602/01605,1,Evandro Cardozo da Silva,3,Departamento,Departamento,Sala de Desenho,1.50,25,
EMB5035 - Representação Gráfica,01606,25,3,,2,01603/01606,2,01603/01606,1,Evandro Cardozo da Silva,3,Departamento,Departamento,Sala de Desenho,1.50,25,
EMB5035 - Representação Gráfica,01607,25,3,,2,01607/01608,2,01607/01608,1,Evandro Cardozo da Silva,3,Departamento,Departamento,Sala de Desenho,1.50,25,
EMB5035 - Representação Gráfica,01608,25,3,,2,01607/01608,2,01607/01608,1,Evandro Cardozo da Silva,3,Departamento,Departamento,Sala de Desenho,1.50,25,
EMB5037 - Comunicação e Expressão,01601,30,2,,4,01601/01602/01604/01605,4,01601/01602/01604/01605,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,30,
EMB5037 - Comunicação e Expressão,01602,25,2,,4,01601/01602/01604/01605,4,01601/01602/01604/01605,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,25,
EMB5037 - Comunicação e Expressão,01603,25,2,,4,01603/01606/01607/01608,4,01603/01606/01607/01608,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,25,
EMB5037 - Comunicação e Expressão,01604,20,2,,4,01601/01602/01604/01605,4,01601/01602/01604/01605,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,20,
EMB5037 - Comunicação e Expressão,01605,25,2,,4,01601/01602/01604/01605,4,01601/01602/01604/01605,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,25,
EMB5037 - Comunicação e Expressão,01606,25,2,,4,01603/01606/01607/01608,4,01603/01606/01607/01608,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,25,
EMB5037 - Comunicação e Expressão,01607,25,2,,4,01603/01606/01607/01608,4,01603/01606/01607/01608,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,25,
EMB5037 - Comunicação e Expressão,01608,25,2,,4,01603/01606/01607/01608,4,01603/01606/01607/01608,1,Dieysa Kanyela Fossile,2,Departamento,Departamento,Sala Comum,0.50,25,
"EMB5038 - Ciência, Tecnologia e Sociedade",01601,30,2,,4,01601/01603/01604/01607,4,01601/01603/01604/01607,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.50,30,
"EMB5038 - Ciência, Tecnologia e Sociedade",01603,25,2,,4,01601/01603/01604/01607,4,01601/01603/01604/01607,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.50,25,
"EMB5038 - Ciência, Tecnologia e Sociedade",01604,20,2,,4,01601/01603/01604/01607,4,01601/01603/01604/01607,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.50,20,
"EMB5038 - Ciência, Tecnologia e Sociedade",09605,10,2,,3,02606/02608/09605,3,02606/02608/09605,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.67,10,
"EMB5038 - Ciência, Tecnologia e Sociedade",02606,30,2,,3,02606/02608/09605,3,02606/02608/09605,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.67,30,
"EMB5038 - Ciência, Tecnologia e Sociedade",01607,25,2,,4,01601/01603/01604/01607,4,01601/01603/01604/01607,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.50,25,
"EMB5038 - Ciência, Tecnologia e Sociedade",02608,25,2,,3,02606/02608/09605,3,02606/02608/09605,1,Modesto Hurtado Ferrer,2,Departamento,Departamento,Sala Comum,0.67,25,
EMB5042 - Metodologia de Projeto de Produto,04601,20,3,,4,04601/05604/06603/07608,4,04601/05604/06603/07608,1,Carlos Mauricio Sacchelli,3,Departamento,Departamento,Sala Comum,0.75,20,
EMB5042 - Metodologia de Projeto de Produto,06603,25,3,,4,04601/05604/06603/07608,4,04601/05604/06603/07608,1,Carlos Mauricio Sacchelli,3,Departamento,Departamento,Sala Comum,0.75,25,
EMB5042 - Metodologia de Projeto de Produto,05604,20,3,,4,04601/05604/06603/07608,4,04601/05604/06603/07608,1,Carlos Mauricio Sacchelli,3,Departamento,Departamento,Sala Comum,0.75,20,
EMB5042 - Metodologia de Projeto de Produto,07608,25,3,,4,04601/05604/06603/07608,4,04601/05604/06603/07608,1,Carlos Mauricio Sacchelli,3,Departamento,Departamento,Sala Comum,0.75,25,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,09602,25,2,,4,09602/08604/08605/09608,4,09602/08604/08605/09608,0,A definir,2,Departamento,Departamento,Sala Comum,0.50,0,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,08603,20,2,,2,08603/08606,2,08603/08606,0,A definir,2,Departamento,Departamento,Sala Comum,1.00,0,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,08604,15,2,,4,09602/08604/08605/09608,4,09602/08604/08605/09608,0,A definir,2,Departamento,Departamento,Sala Comum,0.50,0,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,08605,15,2,,4,09602/08604/08605/09608,4,09602/08604/08605/09608,0,A definir,2,Departamento,Departamento,Sala Comum,0.50,0,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,08606,25,2,,2,08603/08606,2,08603/08606,0,A definir,2,Departamento,Departamento,Sala Comum,1.00,0,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,08607,20,2,,1,08607,1,08607,0,A definir,2,Departamento,Departamento,Sala Comum,2.00,0,
EMB5044 - Planejamento do Trabalho de Conclusão de Curso,09608,20,2,,4,09602/08604/08605/09608,4,09602/08604/08605/09608,0,A definir,2,Departamento,Departamento,Sala Comum,0.50,0,
EMB5102 - Processo de Fabricação,07602,30,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Modesto Hurtado Ferrer,2+2,Departamento,preencher,Sala Comum,0.50,15,
EMB5102 - Processo de Fabricação,07602,30,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Adriano Fagali de Souza,2+2,Departamento,preencher,Sala Comum,0.50,15,
EMB5102 - Processo de Fabricação,05603,25,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Modesto Hurtado Ferrer,2+2,Departamento,preencher,Sala Comum,0.50,12.5,
EMB5102 - Processo de Fabricação,05603,25,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Adriano Fagali de Souza,2+2,Departamento,preencher,Sala Comum,0.50,12.5,
EMB5102 - Processo de Fabricação,04604,20,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Modesto Hurtado Ferrer,2+2,Departamento,preencher,Sala Comum,0.50,10,
EMB5102 - Processo de Fabricação,04604,20,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Adriano Fagali de Souza,2+2,Departamento,preencher,Sala Comum,0.50,10,
EMB5102 - Processo de Fabricação,04606,25,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Modesto Hurtado Ferrer,2+2,Departamento,preencher,Sala Comum,0.50,12.5,
EMB5102 - Processo de Fabricação,04606,25,1,1,4,04604/04606/05603/07602,4,04604/04606/05603/07602,2,Adriano Fagali de Souza,2+2,Departamento,preencher,Sala Comum,0.50,12.5,
EMB5104 - Mecânica dos Sólidos II,05602,25,2,2,2,05602/05603,2,05602/05603,1,Marcos Alves Rabelo,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5104 - Mecânica dos Sólidos II,05603,25,2,2,2,05602/05603,2,05602/05603,1,Marcos Alves Rabelo,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5104 - Mecânica dos Sólidos II,05604,20,2,2,2,05604/05606,2,05604/05606,1,Antônio de Assis Brito Neto,2+2,Departamento,Departamento,Sala Comum,2.00,20,
EMB5104 - Mecânica dos Sólidos II,05606,25,2,2,2,05604/05606,2,05604/05606,1,Antônio de Assis Brito Neto,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5105 - Mecanismos,05602,25,2,,2,05602/05603,2,05602/05603,1,Lucas Weihmann,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5105 - Mecanismos,05603,25,2,,2,05602/05603,2,05602/05603,1,Lucas Weihmann,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5105 - Mecanismos,05604,10,2,,3,05604/05606/06605,3,05604/05606/06605,1,Lucas Weihmann,2,Departamento,Departamento,Sala Comum,0.67,10,
EMB5105 - Mecanismos,06605,20,2,,3,05604/05606/06605,3,05604/05606/06605,1,Lucas Weihmann,2,Departamento,Departamento,Sala Comum,0.67,20,
EMB5105 - Mecanismos,05606,20,2,,3,05604/05606/06605,3,05604/05606/06605,1,Lucas Weihmann,2,Departamento,Departamento,Sala Comum,0.67,20,
EMB5110 - Elementos de Máquinas,06602,25,2,2,4,06602/06604/06606/07603,4,06602/06604/06606/07603,1,Andrea Piga Carboni,2+2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5110 - Elementos de Máquinas,07603,25,2,2,4,06602/06604/06606/07603,4,06602/06604/06606/07603,1,Andrea Piga Carboni,2+2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5110 - Elementos de Máquinas,06604,10,2,2,4,06602/06604/06606/07603,4,06602/06604/06606/07603,1,Andrea Piga Carboni,2+2,Departamento,Departamento,Sala Comum,1.00,10,
EMB5110 - Elementos de Máquinas,06606,20,2,2,4,06602/06604/06606/07603,4,06602/06604/06606/07603,1,Andrea Piga Carboni,2+2,Departamento,Departamento,Sala Comum,1.00,20,
EMB5113 - Modelagem de Sistemas,05601,12,1,1,3,04605/05601/05608,3,04605/05601/05608,2,Tatiana Renata Garcia,2+2,Departamento,Departamento,Sala Comum + Laboratório Informática,0.67,6,"2 aulas em laboratório (Benjamin) e 2 aulas sala comum (Tatiana), toda semana os dois dão aula"
EMB5113 - Modelagem de Sistemas,05601,12,1,1,3,04605/05601/05608,3,04605/05601/05608,2,Benjamin Grando Moreira,2+2,Departamento,Departamento,Sala Comum + Laboratório Informática,0.67,6,"2 aulas em laboratório (Benjamin) e 2 aulas sala comum (Tatiana), toda semana os dois dão aula"
EMB5113 - Modelagem de Sistemas,04605,20,1,1,3,04605/05601/05608,3,04605/05601/05608,2,Tatiana Renata Garcia,2+2,Departamento,Departamento,Sala Comum + Laboratório Informática,0.67,10,
EMB5113 - Modelagem de Sistemas,04605,20,1,1,3,04605/05601/05608,3,04605/05601/05608,2,Benjamin Grando Moreira,2+2,Departamento,Departamento,Sala Comum + Laboratório Informática,0.67,10,
EMB5113 - Modelagem de Sistemas,05608,13,1,1,3,04605/05601/05608,3,04605/05601/05608,2,Tatiana Renata Garcia,2+2,Departamento,Departamento,Sala Comum + Laboratório Informática,0.67,6.5,
EMB5113 - Modelagem de Sistemas,05608,13,1,1,3,04605/05601/05608,3,04605/05601/05608,2,Benjamin Grando Moreira,2+2,Departamento,Departamento,Sala Comum + Laboratório Informática,0.67,6.5,
EMB5115 - Vibrações,06601,,2,2,3,06601/06603/06604,3,06601/06603/06604,1,Filipe Dutra da Silva,2+2,Departamento,Departamento,Sala Comum,1.33,0,
EMB5115 - Vibrações,06602,25,2,2,2,06602/06606,2,06602/06606,1,Filipe Dutra da Silva,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5115 - Vibrações,06603,30,2,2,3,06601/06603/06604,3,06601/06603/06604,1,Filipe Dutra da Silva,2+2,Departamento,Departamento,Sala Comum,1.33,30,
EMB5115 - Vibrações,06604,20,2,2,3,06601/06603/06604,3,06601/06603/06604,1,Filipe Dutra da Silva,2+2,Departamento,Departamento,Sala Comum,1.33,20,
EMB5115 - Vibrações,06606,25,2,2,2,06602/06606,2,06602/06606,1,Filipe Dutra da Silva,2+2,Departamento,Departamento,Sala Comum,2.00,25,
EMB5115 - Vibrações,06603G,60,2,2,1,06603G,1,06603G,1,Sérgio Junichi Idehara,2+2,Departamento,Departamento,Sala Comum,4.00,60,
EMB5320 - Empreendedorismo e Inovação,06601,15,2,,2,06601/07608,2,06601/07608,1,Cristiano Vasconcellos Ferreira,2,Departamento,Departamento,Sala Comum,1.00,15,
EMB5320 - Empreendedorismo e Inovação,09603,25,2,,2,09603/09604,2,09603/09604,1,Elisete Santos da Silva Zagheni,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5320 - Empreendedorismo e Inovação,09604,15,2,,2,09603/09604,2,09603/09604,1,Elisete Santos da Silva Zagheni,2,Departamento,Departamento,Sala Comum,1.00,15,
EMB5320 - Empreendedorismo e Inovação,07608,25,2,,2,06601/07608,2,06601/07608,1,Cristiano Vasconcellos Ferreira,2,Departamento,Departamento,Sala Comum,1.00,25,
EMB5961 - Engenharia Econômica,05601,15,3,,2,05601/06608,2,05601/06608,1,Pedro Paulo de Andrade Júnior,3,Departamento,Departamento,Sala Comum,1.50,15,
EMB5961 - Engenharia Econômica,09602,15,3,,3,09602/09606/08607,3,09602/09606/08607,1,Victor Simões Barbosa,3,Departamento,Departamento,Sala Comum,1.00,15,
EMB5961 - Engenharia Econômica,08603,15,3,,3,08603/08604/08605,3,08603/08604/08605,1,Cristiano Vasconcellos Ferreira,3,Departamento,Departamento,Sala Comum,1.00,15,
EMB5961 - Engenharia Econômica,08604,15,3,,3,08603/08604/08605,3,08603/08604/08605,1,Cristiano Vasconcellos Ferreira,3,Departamento,Departamento,Sala Comum,1.00,15,
EMB5961 - Engenharia Econômica,08605,15,3,,3,08603/08604/08605,3,08603/08604/08605,1,Cristiano Vasconcellos Ferreira,3,Departamento,Departamento,Sala Comum,1.00,15,
EMB5961 - Engenharia Econômica,09606,15,3,,3,09602/09606/08607,3,09602/09606/08607,1,Victor Simões Barbosa,3,Departamento,Departamento,Sala Comum,1.00,15,
EMB5961 - Engenharia Econômica,08607,15,3,,3,09602/09606/08607,3,09602/09606/08607,1,Victor Simões Barbosa,3,Departamento,Departamento,Sala Comum,1.00,15,
EMB5961 - Engenharia Econômica,06608,15,3,,2,05601/06608,2,05601/06608,1,Pedro Paulo de Andrade Júnior,3,Departamento,Departamento,Sala Comum,1.50,15,
EMB5045 - Trabalho de Conclusão de Curso,09608,,,,1,09608,1,09608,0,A definir,,Coord. Transporte e Logística,preencher,,0.00,0,
EMB5046 - Estágio Curricular Obrigatório,10608,,,,1,10608,1,10608,0,A definir,,Coord. Transporte e Logística,preencher,,0.00,0,
EMB5120 - Gestão e Organização,05601,18,2,2,4,03607/05601/07603/05608,4,03607/05601/07603/05608,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,18,
EMB5120 - Gestão e Organização,09602,15,2,2,4,07604/05606/09602/09605,4,07604/05606/09602/09605,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,15,
EMB5120 - Gestão e Organização,07603,20,2,2,4,03607/05601/07603/05608,4,03607/05601/07603/05608,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,20,
EMB5120 - Gestão e Organização,07604,15,2,2,4,07604/05606/09602/09605,4,07604/05606/09602/09605,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,15,
EMB5120 - Gestão e Organização,09605,15,2,2,4,07604/05606/09602/09605,4,07604/05606/09602/09605,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,15,
EMB5120 - Gestão e Organização,05606,15,2,2,4,07604/05606/09602/09605,4,07604/05606/09602/09605,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,15,
EMB5120 - Gestão e Organização,03607,20,2,2,4,03607/05601/07603/05608,4,03607/05601/07603/05608,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,20,
EMB5120 - Gestão e Organização,05608,20,2,2,4,03607/05601/07603/05608,4,03607/05601/07603/05608,1,Janaina Renata Garcia,2+2,Coord. Transporte e Logística,Departamento,Sala Comum,1.00,20,
EMB5204 - Sistemas de Transportes,04608,25,2,2,1,04608,1,04608,1,Elisete Santos da Silva Zagheni,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,4.00,25,
EMB5215 - Logística I,06601,15,2,,2,06601/06608,2,06601/06608,1,Vanina Macowski Durski Silva,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,1.00,15,
EMB5215 - Logística I,06608,25,2,,2,06601/06608,2,06601/06608,1,Vanina Macowski Durski Silva,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,1.00,25,
EMB5908 - Roteirização e Programação em Transportes,09608,25,2,2,1,09608,1,09608,1,Vanina Macowski Durski Silva,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,4.00,25,
EMB5909 - Equilíbrio em Redes de Transporte,08608,25,2,2,1,08608,1,08608,1,Helry Luvillany Fontenele Dias,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum + Laboratório Informática,4.00,25,
EMB5911 - Demanda de Transportes,06608,25,2,2,1,06608,1,06608,1,Simone Becker Lopes,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Laboratório Informática,4.00,25,
EMB5916 - Planejamento de Transportes Públicos,07608,25,2,2,1,07608,1,07608,1,Francielly Hedler Staudt,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum + Laboratório Informática,4.00,25,
EMB5917 - Economia dos Transportes,08608,25,2,2,1,08608,1,08608,1,Pedro Paulo de Andrade Júnior,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,4.00,25,
EMB5923 - Projeto e Operação de Terminais,06608,25,2,2,1,06608,1,06608,1,Renata Cavion,2+2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,4.00,25,
EMB5924 - Introdução à Engenharia de Transporte e Logística,01608,25,2,,1,01608,1,01608,1,Cristiano Vasconcellos Ferreira,2,Coord. Transporte e Logística,Coord. Transporte e Logística,Sala Comum,2.00,25,
